,SequenceA,SequenceB,Similarity,Complementarity
17362,72,226,3,2
17363,72,227,0,2
17364,72,228,5,3
17365,72,229,0,2
17366,72,230,1,1
17367,72,231,4,3
17368,72,232,3,4
17369,72,233,0,2
17370,72,234,2,3
17371,72,235,4,2
17372,72,236,5,3
17373,72,237,0,1
17374,73,0,3,3
17375,73,1,0,3
17376,73,2,3,4
17377,73,3,0,3
17378,73,4,3,1
17379,73,5,0,3
17380,73,6,1,2
17381,73,7,1,2
17382,73,8,2,3
17383,73,9,3,3
17384,73,10,0,3
17385,73,11,2,2
17386,73,12,1,3
17387,73,13,4,3
17388,73,14,2,3
17389,73,15,2,4
17390,73,16,0,3
17391,73,17,4,2
17392,73,18,3,1
17393,73,19,1,3
17394,73,20,2,4
17395,73,21,3,6
17396,73,22,1,1
17397,73,23,3,2
17398,73,24,3,1
17399,73,25,2,3
17400,73,26,2,4
17401,73,27,2,2
17402,73,28,2,3
17403,73,29,4,1
17404,73,30,2,3
17405,73,31,4,3
17406,73,32,3,2
17407,73,33,3,2
17408,73,34,2,3
17409,73,35,2,3
17410,73,36,1,2
17411,73,37,3,2
17412,73,38,2,3
17413,73,39,3,3
17414,73,40,3,1
17415,73,41,2,3
17416,73,42,2,4
17417,73,43,3,2
17418,73,44,2,3
17419,73,45,1,1
17420,73,46,3,3
17421,73,47,5,1
17422,73,48,2,2
17423,73,49,2,4
17424,73,50,3,2
17425,73,51,3,1
17426,73,52,0,3
17427,73,53,2,4
17428,73,54,3,2
17429,73,55,2,5
17430,73,56,3,5
17431,73,57,0,3
17432,73,58,3,2
17433,73,59,3,4
17434,73,60,0,3
17435,73,61,0,3
17436,73,62,4,2
17437,73,63,2,3
17438,73,64,2,3
17439,73,65,3,2
17440,73,66,4,3
17441,73,67,2,2
17442,73,68,3,4
17443,73,69,0,3
17444,73,70,4,1
17445,73,71,2,2
17446,73,72,3,3
17447,73,73,0,3
17448,73,74,0,3
17449,73,75,2,4
17450,73,76,3,2
17451,73,77,2,2
17452,73,78,2,1
17453,73,79,2,2
17454,73,80,3,3
17455,73,81,2,3
17456,73,82,2,2
17457,73,83,1,2
17458,73,84,2,1
17459,73,85,4,4
17460,73,86,3,2
17461,73,87,4,3
17462,73,88,2,1
17463,73,89,1,3
17464,73,90,3,3
17465,73,91,2,1
17466,73,92,0,3
17467,73,93,4,2
17468,73,94,3,3
17469,73,95,1,2
17470,73,96,1,1
17471,73,97,0,3
17472,73,98,0,3
17473,73,99,1,1
17474,73,100,4,2
17475,73,101,4,3
17476,73,102,3,2
17477,73,103,2,2
17478,73,104,1,2
17479,73,105,3,1
17480,73,106,1,1
17481,73,107,1,1
17482,73,108,0,3
17483,73,109,2,1
17484,73,110,3,1
17485,73,111,0,3
17486,73,112,3,2
17487,73,113,3,3
17488,73,114,3,3
17489,73,115,3,3
17490,73,116,2,2
17491,73,117,2,3
17492,73,118,2,2
17493,73,119,0,3
17494,73,120,1,2
17495,73,121,2,2
17496,73,122,2,3
17497,73,123,0,3
17498,73,124,2,2
17499,73,125,2,2
17500,73,126,2,2
17501,73,127,1,2
17502,73,128,2,2
17503,73,129,0,3
17504,73,130,2,3
17505,73,131,2,1
17506,73,132,3,2
17507,73,133,1,3
17508,73,134,7,1
17509,73,135,0,3
17510,73,136,1,2
17511,73,137,2,4
17512,73,138,2,1
17513,73,139,3,2
17514,73,140,1,2
17515,73,141,2,1
17516,73,142,0,3
17517,73,143,3,2
17518,73,144,2,3
17519,73,145,3,2
17520,73,146,3,2
17521,73,147,3,1
17522,73,148,4,3
17523,73,149,0,3
17524,73,150,3,4
17525,73,151,2,2
17526,73,152,3,1
17527,73,153,3,3
17528,73,154,3,2
17529,73,155,3,2
17530,73,156,3,3
17531,73,157,2,2
17532,73,158,2,1
17533,73,159,2,5
17534,73,160,0,3
17535,73,161,2,3
17536,73,162,3,2
17537,73,163,2,2
17538,73,164,0,3
17539,73,165,4,2
17540,73,166,4,3
17541,73,167,4,4
17542,73,168,3,1
17543,73,169,1,2
17544,73,170,2,4
17545,73,171,2,3
17546,73,172,0,3
17547,73,173,2,2
17548,73,174,3,2
17549,73,175,3,3
17550,73,176,3,2
17551,73,177,1,2
17552,73,178,1,2
17553,73,179,3,2
17554,73,180,2,4
17555,73,181,3,3
17556,73,182,3,2
17557,73,183,4,3
17558,73,184,3,1
17559,73,185,3,3
17560,73,186,1,3
17561,73,187,3,1
17562,73,188,2,1
17563,73,189,2,2
17564,73,190,1,4
17565,73,191,5,3
17566,73,192,3,2
17567,73,193,4,2
17568,73,194,0,3
17569,73,195,2,2
17570,73,196,2,4
17571,73,197,2,2
17572,73,198,0,3
17573,73,199,3,2
17574,73,200,3,1
17575,73,201,3,3
17576,73,202,5,3
17577,73,203,2,2
17578,73,204,2,3
17579,73,205,3,3
17580,73,206,3,2
17581,73,207,2,3
17582,73,208,2,4
17583,73,209,1,3
17584,73,210,3,1
17585,73,211,3,2
17586,73,212,2,4
17587,73,213,0,3
17588,73,214,1,2
17589,73,215,3,4
17590,73,216,0,3
17591,73,217,3,2
17592,73,218,3,2
17593,73,219,1,3
17594,73,220,1,2
17595,73,221,0,3
17596,73,222,4,2
17597,73,223,1,2
17598,73,224,2,3
17599,73,225,3,3
17600,73,226,0,3
17601,73,227,3,2
17602,73,228,4,4
17603,73,229,3,1
17604,73,230,2,3
17605,73,231,2,2
17606,73,232,0,3
17607,73,233,2,2
17608,73,234,2,2
17609,73,235,4,2
17610,73,236,1,1
17611,73,237,1,3
17612,74,0,3,4
17613,74,1,0,3
17614,74,2,2,2
17615,74,3,0,3
17616,74,4,1,2
17617,74,5,0,3
17618,74,6,2,2
17619,74,7,2,2
17620,74,8,2,3
17621,74,9,2,3
17622,74,10,0,3
17623,74,11,1,2
17624,74,12,1,3
17625,74,13,6,2
17626,74,14,2,2
17627,74,15,4,3
17628,74,16,0,3
17629,74,17,1,3
17630,74,18,2,2
17631,74,19,2,4
17632,74,20,3,1
17633,74,21,3,1
17634,74,22,1,1
17635,74,23,2,1
17636,74,24,1,4
17637,74,25,2,3
17638,74,26,2,2
17639,74,27,1,2
17640,74,28,2,2
17641,74,29,1,1
17642,74,30,2,2
17643,74,31,2,3
17644,74,32,4,2
17645,74,33,1,1
17646,74,34,1,2
17647,74,35,3,3
17648,74,36,3,4
17649,74,37,2,3
17650,74,38,2,3
17651,74,39,2,3
17652,74,40,4,1
17653,74,41,2,2
17654,74,42,4,2
17655,74,43,3,3
17656,74,44,2,2
17657,74,45,1,1
17658,74,46,2,1
17659,74,47,2,1
17660,74,48,2,1
17661,74,49,4,3
17662,74,50,2,1
17663,74,51,1,2
17664,74,52,0,3
17665,74,53,1,1
17666,74,54,6,2
17667,74,55,1,4
17668,74,56,3,4
17669,74,57,0,3
17670,74,58,3,1
17671,74,59,3,3
17672,74,60,0,3
17673,74,61,0,3
17674,74,62,1,3
17675,74,63,2,3
17676,74,64,3,4
17677,74,65,3,2
17678,74,66,3,2
17679,74,67,1,2
17680,74,68,3,4
17681,74,69,0,3
17682,74,70,1,2
17683,74,71,3,2
17684,74,72,2,2
17685,74,73,0,3
17686,74,74,0,3
17687,74,75,3,3
17688,74,76,4,3
17689,74,77,3,2
17690,74,78,1,2
17691,74,79,3,3
17692,74,80,2,3
17693,74,81,2,2
17694,74,82,2,2
17695,74,83,4,3
17696,74,84,1,2
17697,74,85,3,2
17698,74,86,3,1
17699,74,87,3,3
17700,74,88,1,2
17701,74,89,3,4
17702,74,90,2,2
17703,74,91,1,2
17704,74,92,0,3
17705,74,93,2,3
17706,74,94,1,5
17707,74,95,1,1
17708,74,96,3,1
17709,74,97,0,3
17710,74,98,0,3
17711,74,99,1,2
17712,74,100,4,3
17713,74,101,2,2
17714,74,102,2,2
17715,74,103,2,2
17716,74,104,1,1
17717,74,105,1,1
17718,74,106,3,1
17719,74,107,1,2
17720,74,108,0,3
17721,74,109,3,1
17722,74,110,2,1
17723,74,111,0,3
17724,74,112,4,3
17725,74,113,2,2
17726,74,114,3,3
17727,74,115,3,4
17728,74,116,2,2
17729,74,117,5,3
17730,74,118,2,2
17731,74,119,0,3
17732,74,120,3,3
17733,74,121,1,1
17734,74,122,2,3
17735,74,123,0,3
17736,74,124,2,2
17737,74,125,2,2
17738,74,126,3,2
17739,74,127,2,2
17740,74,128,2,2
17741,74,129,0,3
17742,74,130,6,4
17743,74,131,3,1
17744,74,132,3,1
17745,74,133,2,4
17746,74,134,2,1
17747,74,135,0,3
17748,74,136,1,3
17749,74,137,2,4
17750,74,138,2,1
17751,74,139,3,1
17752,74,140,1,4
17753,74,141,1,2
17754,74,142,0,3
17755,74,143,3,1
17756,74,144,1,3
17757,74,145,2,2
17758,74,146,1,3
17759,74,147,3,1
17760,74,148,2,3
17761,74,149,0,3
17762,74,150,2,2
17763,74,151,3,1
17764,74,152,1,2
17765,74,153,2,2
17766,74,154,2,2
17767,74,155,3,2
17768,74,156,2,2
17769,74,157,3,3
17770,74,158,1,2
17771,74,159,1,3
17772,74,160,0,3
17773,74,161,3,1
17774,74,162,2,2
17775,74,163,3,3
17776,74,164,0,3
17777,74,165,3,2
17778,74,166,2,1
17779,74,167,3,2
17780,74,168,1,2
17781,74,169,1,3
17782,74,170,3,2
17783,74,171,3,2
17784,74,172,0,3
17785,74,173,2,2
17786,74,174,3,3
17787,74,175,2,1
17788,74,176,2,2
17789,74,177,2,2
17790,74,178,2,2
17791,74,179,3,1
17792,74,180,2,4
17793,74,181,3,4
17794,74,182,1,1
17795,74,183,2,5
17796,74,184,1,1
17797,74,185,2,2
17798,74,186,3,3
17799,74,187,2,1
17800,74,188,1,1
17801,74,189,2,3
17802,74,190,2,3
17803,74,191,1,3
17804,74,192,4,1
17805,74,193,2,3
17806,74,194,0,3
17807,74,195,2,4
17808,74,196,2,3
17809,74,197,2,2
17810,74,198,0,3
17811,74,199,3,2
17812,74,200,1,2
17813,74,201,2,2
17814,74,202,2,1
17815,74,203,1,2
17816,74,204,2,3
17817,74,205,3,3
17818,74,206,2,2
17819,74,207,2,3
17820,74,208,2,2
17821,74,209,1,4
17822,74,210,1,2
17823,74,211,3,3
17824,74,212,2,4
17825,74,213,0,3
17826,74,214,3,1
17827,74,215,3,2
17828,74,216,0,3
17829,74,217,2,1
17830,74,218,3,3
17831,74,219,3,6
17832,74,220,1,2
17833,74,221,0,3
17834,74,222,2,2
17835,74,223,2,3
17836,74,224,2,3
17837,74,225,3,4
17838,74,226,0,3
17839,74,227,4,2
17840,74,228,3,3
17841,74,229,1,2
17842,74,230,3,1
17843,74,231,2,2
17844,74,232,0,3
17845,74,233,3,2
17846,74,234,4,2
17847,74,235,2,3
17848,74,236,2,3
17849,74,237,1,1
17850,75,0,2,1
17851,75,1,3,2
17852,75,2,6,2
17853,75,3,3,3
17854,75,4,2,2
17855,75,5,2,1
17856,75,6,2,1
17857,75,7,4,2
17858,75,8,4,3
17859,75,9,4,2
17860,75,10,5,4
17861,75,11,4,1
17862,75,12,0,1
17863,75,13,3,2
17864,75,14,1,4
17865,75,15,3,1
17866,75,16,2,2
17867,75,17,0,1
17868,75,18,0,1
17869,75,19,2,2
17870,75,20,2,3
17871,75,21,0,1
17872,75,22,0,1
17873,75,23,3,2
17874,75,24,2,1
17875,75,25,4,1
17876,75,26,2,2
17877,75,27,2,2
17878,75,28,2,2
17879,75,29,2,3
17880,75,30,3,1
17881,75,31,6,3
17882,75,32,2,3
17883,75,33,0,1
17884,75,34,1,2
17885,75,35,4,4
17886,75,36,1,4
17887,75,37,2,4
17888,75,38,3,1
17889,75,39,1,1
17890,75,40,2,4
17891,75,41,2,2
17892,75,42,2,2
17893,75,43,2,2
17894,75,44,2,3
17895,75,45,1,4
17896,75,46,1,4
17897,75,47,1,3
17898,75,48,1,3
17899,75,49,3,2
17900,75,50,3,2
17901,75,51,4,3
17902,75,52,2,2
17903,75,53,2,2
17904,75,54,2,3
17905,75,55,4,1
17906,75,56,3,2
17907,75,57,2,5
17908,75,58,4,1
17909,75,59,2,3
17910,75,60,2,2
17911,75,61,5,2
17912,75,62,1,2
17913,75,63,0,1
17914,75,64,2,1
17915,75,65,2,5
17916,75,66,0,1
17917,75,67,0,1
17918,75,68,2,4
17919,75,69,2,2
17920,75,70,3,3
17921,75,71,4,2
17922,75,72,4,2
17923,75,73,2,4
17924,75,74,3,3
17925,75,75,0,1
17926,75,76,0,1
17927,75,77,2,1
17928,75,78,3,1
17929,75,79,2,1
17930,75,80,2,3
17931,75,81,3,2
17932,75,82,3,2
17933,75,83,2,2
17934,75,84,2,4
17935,75,85,3,3
17936,75,86,0,1
17937,75,87,2,1
17938,75,88,2,2
17939,75,89,2,2
17940,75,90,2,3
17941,75,91,2,1
17942,75,92,3,2
17943,75,93,3,2
17944,75,94,4,2
17945,75,95,1,1
17946,75,96,2,2
17947,75,97,2,3
17948,75,98,2,3
17949,75,99,1,1
17950,75,100,2,2
17951,75,101,2,2
17952,75,102,1,2
17953,75,103,2,1
17954,75,104,2,2
17955,75,105,3,2
17956,75,106,4,3
17957,75,107,2,1
17958,75,108,2,2
17959,75,109,4,1
17960,75,110,1,1
17961,75,111,3,3
17962,75,112,4,4
17963,75,113,2,4
17964,75,114,2,2
17965,75,115,3,1
17966,75,116,3,1
17967,75,117,2,2
17968,75,118,3,1
17969,75,119,2,1
17970,75,120,2,1
17971,75,121,2,2
17972,75,122,2,2
17973,75,123,3,1
17974,75,124,2,3
17975,75,125,2,1
17976,75,126,6,4
17977,75,127,2,1
17978,75,128,4,2
17979,75,129,2,1
17980,75,130,2,2
17981,75,131,3,1
17982,75,132,2,1
17983,75,133,2,1
17984,75,134,4,1
17985,75,135,3,2
17986,75,136,1,1
17987,75,137,1,1
17988,75,138,2,3
17989,75,139,3,3
17990,75,140,2,2
17991,75,141,3,4
17992,75,142,2,4
17993,75,143,3,1
17994,75,144,2,2
17995,75,145,3,2
17996,75,146,3,1
17997,75,147,1,4
17998,75,148,2,2
17999,75,149,2,3
18000,75,150,3,3
18001,75,151,3,1
18002,75,152,4,2
18003,75,153,1,4
18004,75,154,0,1
18005,75,155,3,2
18006,75,156,3,2
18007,75,157,2,3
18008,75,158,2,4
18009,75,159,2,3
18010,75,160,2,4
18011,75,161,0,1
18012,75,162,0,1
18013,75,163,4,1
18014,75,164,1,4
18015,75,165,2,2
18016,75,166,2,2
18017,75,167,3,2
18018,75,168,4,2
18019,75,169,0,1
18020,75,170,0,1
18021,75,171,2,2
18022,75,172,2,3
18023,75,173,2,1
18024,75,174,1,1
18025,75,175,0,1
18026,75,176,0,1
18027,75,177,4,2
18028,75,178,2,2
18029,75,179,3,2
18030,75,180,0,1
18031,75,181,0,1
18032,75,182,3,2
18033,75,183,4,3
18034,75,184,2,2
18035,75,185,2,3
18036,75,186,3,2
18037,75,187,4,2
18038,75,188,2,1
18039,75,189,2,3
18040,75,190,0,1
18041,75,191,0,1
18042,75,192,2,2
18043,75,193,2,2
18044,75,194,3,1
18045,75,195,2,3
18046,75,196,2,1
18047,75,197,2,2
18048,75,198,2,3
18049,75,199,3,3
18050,75,200,2,4
18051,75,201,2,2
18052,75,202,4,3
18053,75,203,0,1
18054,75,204,2,1
18055,75,205,5,3
18056,75,206,4,3
18057,75,207,2,4
18058,75,208,2,1
18059,75,209,2,3
18060,75,210,3,3
18061,75,211,3,1
18062,75,212,2,2
18063,75,213,2,3
18064,75,214,2,1
18065,75,215,5,3
18066,75,216,2,3
18067,75,217,3,3
18068,75,218,3,2
18069,75,219,2,2
18070,75,220,2,2
18071,75,221,3,3
18072,75,222,2,3
18073,75,223,2,2
18074,75,224,2,1
18075,75,225,2,1
18076,75,226,1,2
18077,75,227,3,2
18078,75,228,4,2
18079,75,229,3,2
18080,75,230,2,2
18081,75,231,2,1
18082,75,232,3,3
18083,75,233,2,2
18084,75,234,4,1
18085,75,235,4,2
18086,75,236,2,2
18087,75,237,1,1
18088,76,0,3,1
18089,76,1,2,2
18090,76,2,3,2
18091,76,3,2,2
18092,76,4,3,1
18093,76,5,2,4
18094,76,6,1,2
18095,76,7,2,3
18096,76,8,5,3
18097,76,9,5,3
18098,76,10,5,3
18099,76,11,1,1
18100,76,12,0,3
18101,76,13,1,3
18102,76,14,3,2
18103,76,15,2,3
18104,76,16,2,3
18105,76,17,0,3
18106,76,18,0,3
18107,76,19,1,1
18108,76,20,2,3
18109,76,21,0,3
18110,76,22,0,3
18111,76,23,1,2
18112,76,24,2,3
18113,76,25,2,2
18114,76,26,3,3
18115,76,27,2,1
18116,76,28,2,2
18117,76,29,2,1
18118,76,30,2,2
18119,76,31,6,3
18120,76,32,3,2
18121,76,33,0,3
18122,76,34,1,2
18123,76,35,3,2
18124,76,36,5,3
18125,76,37,3,4
18126,76,38,2,3
18127,76,39,3,2
18128,76,40,3,1
18129,76,41,2,2
18130,76,42,2,2
18131,76,43,2,2
18132,76,44,2,3
18133,76,45,3,1
18134,76,46,3,2
18135,76,47,4,3
18136,76,48,2,1
18137,76,49,3,2
18138,76,50,1,3
18139,76,51,2,1
18140,76,52,3,2
18141,76,53,2,1
18142,76,54,2,1
18143,76,55,4,5
18144,76,56,1,3
18145,76,57,3,1
18146,76,58,2,1
18147,76,59,3,2
18148,76,60,1,3
18149,76,61,2,4
18150,76,62,1,1
18151,76,63,0,3
18152,76,64,1,2
18153,76,65,3,2
18154,76,66,0,3
18155,76,67,0,3
18156,76,68,3,3
18157,76,69,2,3
18158,76,70,2,1
18159,76,71,3,2
18160,76,72,3,2
18161,76,73,3,2
18162,76,74,4,3
18163,76,75,0,3
18164,76,76,0,3
18165,76,77,3,2
18166,76,78,2,1
18167,76,79,2,4
18168,76,80,2,3
18169,76,81,2,2
18170,76,82,2,3
18171,76,83,3,5
18172,76,84,3,1
18173,76,85,2,2
18174,76,86,0,3
18175,76,87,1,2
18176,76,88,3,1
18177,76,89,3,2
18178,76,90,2,2
18179,76,91,1,1
18180,76,92,1,2
18181,76,93,3,3
18182,76,94,3,3
18183,76,95,2,2
18184,76,96,3,1
18185,76,97,2,2
18186,76,98,2,2
18187,76,99,2,2
18188,76,100,4,3
18189,76,101,2,3
18190,76,102,1,1
18191,76,103,1,1
18192,76,104,1,2
18193,76,105,1,1
18194,76,106,2,2
18195,76,107,2,1
18196,76,108,1,2
18197,76,109,1,1
18198,76,110,1,2
18199,76,111,3,2
18200,76,112,4,2
18201,76,113,3,3
18202,76,114,5,3
18203,76,115,2,2
18204,76,116,3,3
18205,76,117,4,2
18206,76,118,1,3
18207,76,119,2,2
18208,76,120,1,1
18209,76,121,1,1
18210,76,122,2,4
18211,76,123,2,2
18212,76,124,2,4
18213,76,125,3,4
18214,76,126,3,2
18215,76,127,1,3
18216,76,128,3,3
18217,76,129,2,1
18218,76,130,2,2
18219,76,131,1,1
18220,76,132,2,1
18221,76,133,4,6
18222,76,134,2,3
18223,76,135,2,2
18224,76,136,1,1
18225,76,137,1,2
18226,76,138,2,2
18227,76,139,2,3
18228,76,140,5,3
18229,76,141,3,1
18230,76,142,3,1
18231,76,143,1,2
18232,76,144,1,1
18233,76,145,2,4
18234,76,146,4,2
18235,76,147,3,3
18236,76,148,4,2
18237,76,149,2,4
18238,76,150,2,2
18239,76,151,1,2
18240,76,152,2,1
18241,76,153,3,4
18242,76,154,0,3
18243,76,155,2,3
18244,76,156,3,3
18245,76,157,2,2
18246,76,158,3,1
18247,76,159,2,2
18248,76,160,4,2
18249,76,161,0,3
18250,76,162,0,3
18251,76,163,2,4
18252,76,164,4,4
18253,76,165,2,4
18254,76,166,2,2
18255,76,167,2,3
18256,76,168,2,1
18257,76,169,0,3
18258,76,170,0,3
18259,76,171,3,2
18260,76,172,2,1
18261,76,173,2,4
18262,76,174,2,3
18263,76,175,0,3
18264,76,176,0,3
18265,76,177,1,1
18266,76,178,1,2
18267,76,179,2,3
18268,76,180,0,3
18269,76,181,0,3
18270,76,182,1,2
18271,76,183,3,4
18272,76,184,2,1
18273,76,185,2,2
18274,76,186,1,3
18275,76,187,2,3
18276,76,188,1,1
18277,76,189,3,3
18278,76,190,0,3
18279,76,191,0,3
18280,76,192,1,3
18281,76,193,2,1
18282,76,194,2,1
18283,76,195,2,1
18284,76,196,1,1
18285,76,197,2,1
18286,76,198,2,2
18287,76,199,2,2
18288,76,200,3,1
18289,76,201,3,2
18290,76,202,2,2
18291,76,203,0,3
18292,76,204,1,1
18293,76,205,4,2
18294,76,206,2,3
18295,76,207,4,3
18296,76,208,1,2
18297,76,209,2,2
18298,76,210,2,1
18299,76,211,2,4
18300,76,212,1,1
18301,76,213,2,1
18302,76,214,1,1
18303,76,215,2,2
18304,76,216,2,3
18305,76,217,2,2
18306,76,218,3,2
18307,76,219,1,2
18308,76,220,1,1
18309,76,221,2,2
18310,76,222,2,2
18311,76,223,1,1
18312,76,224,2,2
18313,76,225,2,2
18314,76,226,1,2
18315,76,227,2,2
18316,76,228,2,2
18317,76,229,1,1
18318,76,230,1,2
18319,76,231,2,2
18320,76,232,4,2
18321,76,233,2,2
18322,76,234,2,2
18323,76,235,2,4
18324,76,236,4,2
18325,76,237,1,1
18326,77,0,5,3
18327,77,1,3,2
18328,77,2,2,2
18329,77,3,2,4
18330,77,4,3,1
18331,77,5,2,3
18332,77,6,3,3
18333,77,7,3,2
18334,77,8,0,3
18335,77,9,0,3
18336,77,10,4,2
18337,77,11,3,2
18338,77,12,3,2
18339,77,13,2,2
18340,77,14,0,3
18341,77,15,3,2
18342,77,16,2,2
18343,77,17,2,3
18344,77,18,1,5
18345,77,19,3,3
18346,77,20,0,3
18347,77,21,1,1
18348,77,22,3,5
18349,77,23,2,1
18350,77,24,2,3
18351,77,25,0,3
18352,77,26,4,2
18353,77,27,1,2
18354,77,28,0,3
18355,77,29,0,3
18356,77,30,0,3
18357,77,31,0,3
18358,77,32,0,3
18359,77,33,2,3
18360,77,34,4,2
18361,77,35,0,3
18362,77,36,3,4
18363,77,37,0,3
18364,77,38,0,3
18365,77,39,2,2
18366,77,40,2,4
18367,77,41,0,3
18368,77,42,5,3
18369,77,43,4,5
18370,77,44,3,3
18371,77,45,5,3
18372,77,46,2,4
18373,77,47,2,3
18374,77,48,2,3
18375,77,49,3,3
18376,77,50,3,2
18377,77,51,1,2
18378,77,52,2,2
18379,77,53,1,3
18380,77,54,2,3
18381,77,55,1,2
18382,77,56,2,3
18383,77,57,6,3
18384,77,58,3,3
18385,77,59,0,3
18386,77,60,2,2
18387,77,61,4,3
18388,77,62,1,2
18389,77,63,3,6
18390,77,64,3,2
18391,77,65,2,4
18392,77,66,4,2
18393,77,67,1,2
18394,77,68,4,3
18395,77,69,3,3
18396,77,70,4,6
18397,77,71,3,3
18398,77,72,0,3
18399,77,73,2,2
18400,77,74,3,2
18401,77,75,2,1
18402,77,76,3,2
18403,77,77,0,3
18404,77,78,2,3
18405,77,79,2,2
18406,77,80,0,3
18407,77,81,0,3
18408,77,82,0,3
18409,77,83,0,3
18410,77,84,0,3
18411,77,85,0,3
18412,77,86,4,1
18413,77,87,3,3
18414,77,88,0,3
18415,77,89,0,3
18416,77,90,4,2
18417,77,91,1,2
18418,77,92,2,3
18419,77,93,0,3
18420,77,94,1,3
18421,77,95,3,2
18422,77,96,2,3
18423,77,97,2,1
18424,77,98,4,1
18425,77,99,4,5
18426,77,100,0,3
18427,77,101,2,2
18428,77,102,2,3
18429,77,103,2,4
18430,77,104,2,1
18431,77,105,1,2
18432,77,106,2,4
18433,77,107,1,2
18434,77,108,2,2
18435,77,109,4,4
18436,77,110,2,5
18437,77,111,1,3
18438,77,112,0,3
18439,77,113,2,4
18440,77,114,3,2
18441,77,115,4,2
18442,77,116,2,2
18443,77,117,3,3
18444,77,118,4,2
18445,77,119,2,1
18446,77,120,3,2
18447,77,121,3,3
18448,77,122,2,4
18449,77,123,3,4
18450,77,124,0,3
18451,77,125,4,2
18452,77,126,4,3
18453,77,127,3,3
18454,77,128,0,3
18455,77,129,2,2
18456,77,130,0,3
18457,77,131,2,2
18458,77,132,3,1
18459,77,133,2,2
18460,77,134,6,3
18461,77,135,2,5
18462,77,136,4,4
18463,77,137,3,3
18464,77,138,2,3
18465,77,139,5,3
18466,77,140,3,2
18467,77,141,2,4
18468,77,142,4,3
18469,77,143,3,6
18470,77,144,4,2
18471,77,145,3,2
18472,77,146,2,4
18473,77,147,2,2
18474,77,148,0,3
18475,77,149,2,1
18476,77,150,0,3
18477,77,151,0,3
18478,77,152,0,3
18479,77,153,2,2
18480,77,154,2,4
18481,77,155,0,3
18482,77,156,0,3
18483,77,157,0,3
18484,77,158,0,3
18485,77,159,3,4
18486,77,160,1,2
18487,77,161,2,1
18488,77,162,3,2
18489,77,163,4,4
18490,77,164,2,3
18491,77,165,3,3
18492,77,166,0,3
18493,77,167,0,3
18494,77,168,1,2
18495,77,169,4,3
18496,77,170,2,2
18497,77,171,4,2
18498,77,172,2,2
18499,77,173,5,4
18500,77,174,3,2
18501,77,175,2,1
18502,77,176,2,3
18503,77,177,4,2
18504,77,178,3,2
18505,77,179,1,5
18506,77,180,3,3
18507,77,181,1,2
18508,77,182,2,1
18509,77,183,2,2
18510,77,184,1,2
18511,77,185,0,3
18512,77,186,3,1
18513,77,187,2,5
18514,77,188,4,3
18515,77,189,2,2
18516,77,190,4,4
18517,77,191,1,2
18518,77,192,3,3
18519,77,193,1,2
18520,77,194,3,2
18521,77,195,2,2
18522,77,196,4,3
18523,77,197,2,6
18524,77,198,2,3
18525,77,199,0,3
18526,77,200,0,3
18527,77,201,0,3
18528,77,202,0,3
18529,77,203,3,3
18530,77,204,2,3
18531,77,205,0,3
18532,77,206,0,3
18533,77,207,0,3
18534,77,208,6,3
18535,77,209,3,1
18536,77,210,4,3
18537,77,211,3,3
18538,77,212,2,3
18539,77,213,1,3
18540,77,214,4,3
18541,77,215,0,3
18542,77,216,3,2
18543,77,217,0,3
18544,77,218,0,3
18545,77,219,2,3
18546,77,220,3,2
18547,77,221,2,2
18548,77,222,3,1
18549,77,223,3,2
18550,77,224,3,3
18551,77,225,2,5
18552,77,226,2,3
18553,77,227,0,3
18554,77,228,3,1
18555,77,229,0,3
18556,77,230,2,1
18557,77,231,3,1
18558,77,232,3,2
18559,77,233,0,3
18560,77,234,3,3
18561,77,235,2,5
18562,77,236,3,3
18563,77,237,3,1
18564,78,0,3,5
18565,78,1,4,3
18566,78,2,3,5
18567,78,3,3,3
18568,78,4,2,3
18569,78,5,3,3
18570,78,6,0,3
18571,78,7,0,3
18572,78,8,2,5
18573,78,9,2,1
18574,78,10,1,1
18575,78,11,4,1
18576,78,12,2,4
18577,78,13,2,1
18578,78,14,3,3
18579,78,15,3,3
18580,78,16,3,2
18581,78,17,2,3
18582,78,18,1,3
18583,78,19,2,2
18584,78,20,3,3
18585,78,21,1,2
18586,78,22,2,2
18587,78,23,1,2
18588,78,24,0,3
18589,78,25,3,3
18590,78,26,4,1
18591,78,27,0,3
18592,78,28,4,2
18593,78,29,2,4
18594,78,30,2,2
18595,78,31,2,2
18596,78,32,3,6
18597,78,33,2,2
18598,78,34,2,1
18599,78,35,2,2
18600,78,36,3,2
18601,78,37,2,4
18602,78,38,2,2
18603,78,39,1,4
18604,78,40,0,3
18605,78,41,4,2
18606,78,42,3,4
18607,78,43,0,3
18608,78,44,0,3
18609,78,45,2,2
18610,78,46,1,3
18611,78,47,0,3
18612,78,48,3,2
18613,78,49,3,2
18614,78,50,5,2
18615,78,51,2,2
18616,78,52,3,1
18617,78,53,2,4
18618,78,54,2,2
18619,78,55,0,3
18620,78,56,0,3
18621,78,57,1,2
18622,78,58,2,2
18623,78,59,4,2
18624,78,60,2,5
18625,78,61,2,1
18626,78,62,3,1
18627,78,63,1,2
18628,78,64,3,5
18629,78,65,2,4
18630,78,66,2,2
18631,78,67,2,1
